study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB47870	ERP132183	SAMEA9991034	ERS7669294	ERX6535422	ERR6913158	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	1511214	192134694	UNIVERSITY OF CALGARY	2021-11-25	2021-11-25	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:201-58	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:201-58	46146936;46614169	d32e8843823e2f9ca36fae9b0d2357d2;ccfda92ec2b6b453ba78150fa4e7f5f8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/008/ERR6913158/ERR6913158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/008/ERR6913158/ERR6913158_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/008/ERR6913158/ERR6913158_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/008/ERR6913158/ERR6913158_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/008/ERR6913158/ERR6913158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/008/ERR6913158/ERR6913158_2.fastq.gz	43883671;44361465	7ff3418df770325129b0879a1a8b59e1;1090dd297f78fd637c7f62b19ce44f7d	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913158/P406_DNA_S38_L001_68230_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913158/P406_DNA_S38_L001_68230_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913158/P406_DNA_S38_L001_68230_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913158/P406_DNA_S38_L001_68230_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913158/P406_DNA_S38_L001_68230_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913158/P406_DNA_S38_L001_68230_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM58		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991035	ERS7669295	ERX6535423	ERR6913159	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	22332	2875560	UNIVERSITY OF CALGARY	2021-11-25	2021-11-25	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:201-59	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:201-59	693531;701533	cb1401912bbf1f791635a01954fe16e5;0db6afb9b6af44ab1b4b7791c1db4b87	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/009/ERR6913159/ERR6913159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/009/ERR6913159/ERR6913159_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/009/ERR6913159/ERR6913159_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/009/ERR6913159/ERR6913159_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/009/ERR6913159/ERR6913159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/009/ERR6913159/ERR6913159_2.fastq.gz	664016;671613	72f96561540516c0e22151daeaae564f;0e713bdaf73f2d0af19fe3b7a2c74e46	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913159/P407_DNA_S2_L001_68237_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913159/P407_DNA_S2_L001_68237_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913159/P407_DNA_S2_L001_68237_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913159/P407_DNA_S2_L001_68237_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913159/P407_DNA_S2_L001_68237_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913159/P407_DNA_S2_L001_68237_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM59		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991036	ERS7669296	ERX6535424	ERR6913160	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	382662	47873417	UNIVERSITY OF CALGARY	2021-11-26	2021-11-26	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:201-60	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:201-60	11629684;11721957	b2771f737f6266cc5fc26d5d05e7e5e3;16d410eb61d25cc26f22d6c1eb5c8e74	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/000/ERR6913160/ERR6913160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/000/ERR6913160/ERR6913160_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/000/ERR6913160/ERR6913160_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/000/ERR6913160/ERR6913160_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/000/ERR6913160/ERR6913160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/000/ERR6913160/ERR6913160_2.fastq.gz	11113580;11215204	7bc07b78e10b0ebcfaabaccf47c30866;77b130420216713fb10b042513baf049	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913160/P408_DNA_S84_L001_68229_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913160/P408_DNA_S84_L001_68229_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913160/P408_DNA_S84_L001_68229_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913160/P408_DNA_S84_L001_68229_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913160/P408_DNA_S84_L001_68229_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913160/P408_DNA_S84_L001_68229_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM60		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991037	ERS7669297	ERX6535425	ERR6913161	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	84520	11211869	UNIVERSITY OF CALGARY	2021-10-12	2021-10-12	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:201-61	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:201-61	2684045;2741716	e11d05c371aeca804f39e3165367202f;c75e547425e9145f92e09a331ab07b01	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/001/ERR6913161/ERR6913161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/001/ERR6913161/ERR6913161_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/001/ERR6913161/ERR6913161_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/001/ERR6913161/ERR6913161_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/001/ERR6913161/ERR6913161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/001/ERR6913161/ERR6913161_2.fastq.gz	2578708;2636816	b01eb0f1aa510afb2f59c4cdca3c52f9;a9f8a54b82884ab005a60aea8fe60572	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913161/P410_DNA_S61_L001_68228_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913161/P410_DNA_S61_L001_68228_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913161/P410_DNA_S61_L001_68228_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913161/P410_DNA_S61_L001_68228_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913161/P410_DNA_S61_L001_68228_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913161/P410_DNA_S61_L001_68228_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM61		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991038	ERS7669298	ERX6535426	ERR6913162	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	15918	2034448	UNIVERSITY OF CALGARY	2021-10-12	2021-10-12	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:201-62	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:201-62	498992;504644	91639be97303b931cda4a5c23fab044d;2ad5c943e87f4a1f6466d6c6ced5d040	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/002/ERR6913162/ERR6913162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/002/ERR6913162/ERR6913162_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/002/ERR6913162/ERR6913162_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/002/ERR6913162/ERR6913162_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/002/ERR6913162/ERR6913162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/002/ERR6913162/ERR6913162_2.fastq.gz	477595;483086	b885da4ee5a85417786cbe1b3acbca92;a3aae9228a07d2538bb16a744191c40b	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913162/P411_DNA_S62_L001_68227_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913162/P411_DNA_S62_L001_68227_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913162/P411_DNA_S62_L001_68227_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913162/P411_DNA_S62_L001_68227_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913162/P411_DNA_S62_L001_68227_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913162/P411_DNA_S62_L001_68227_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM62		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991039	ERS7669299	ERX6535427	ERR6913163	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	60390	7703416	UNIVERSITY OF CALGARY	2021-11-25	2021-11-25	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:201-63	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:201-63	1870118;1900243	c2a7482984af153ca75c7cb05410bf68;fbcc41afab303ae154ab1f0a11600ef0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/003/ERR6913163/ERR6913163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/003/ERR6913163/ERR6913163_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/003/ERR6913163/ERR6913163_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/003/ERR6913163/ERR6913163_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/003/ERR6913163/ERR6913163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/003/ERR6913163/ERR6913163_2.fastq.gz	1795553;1826130	28233ed08dc669af94f679903f236454;f0ced67f3a396a849d2425d10cf40d06	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913163/P415_DNA_S50_L001_68226_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913163/P415_DNA_S50_L001_68226_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913163/P415_DNA_S50_L001_68226_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913163/P415_DNA_S50_L001_68226_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913163/P415_DNA_S50_L001_68226_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913163/P415_DNA_S50_L001_68226_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM63		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991040	ERS7669300	ERX6535428	ERR6913164	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	231186	29556337	UNIVERSITY OF CALGARY	2021-11-26	2021-11-26	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:201-64	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:201-64	7137350;7266079	4ab045847c20aa1ee30b67e7fb33e539;22f95c499f13246132544e8f529e27c0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/004/ERR6913164/ERR6913164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/004/ERR6913164/ERR6913164_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/004/ERR6913164/ERR6913164_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/004/ERR6913164/ERR6913164_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/004/ERR6913164/ERR6913164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/004/ERR6913164/ERR6913164_2.fastq.gz	6834779;6968176	7955b605de0f399cbb0512231ef9dcee;a9e32214ca1deb31be586495b3efb4ea	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913164/P418_DNA_S63_L001_68225_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913164/P418_DNA_S63_L001_68225_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913164/P418_DNA_S63_L001_68225_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913164/P418_DNA_S63_L001_68225_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913164/P418_DNA_S63_L001_68225_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913164/P418_DNA_S63_L001_68225_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM64		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991041	ERS7669301	ERX6535429	ERR6913165	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	205606	26698288	UNIVERSITY OF CALGARY	2021-10-12	2021-10-12	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:201-65	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:201-65	6457793;6530049	d82ec2c4bd74187a1ca244168d31b7a3;18e7767955444747be1c1378630ea1b9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/005/ERR6913165/ERR6913165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/005/ERR6913165/ERR6913165_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/005/ERR6913165/ERR6913165_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/005/ERR6913165/ERR6913165_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/005/ERR6913165/ERR6913165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/005/ERR6913165/ERR6913165_2.fastq.gz	6200431;6275373	d0c839b598f1abd088bfd6ae1b136a2f;0064855c96cb181fa7d5a4ad378f474c	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913165/P419_DNA_S51_L001_68224_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913165/P419_DNA_S51_L001_68224_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913165/P419_DNA_S51_L001_68224_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913165/P419_DNA_S51_L001_68224_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913165/P419_DNA_S51_L001_68224_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913165/P419_DNA_S51_L001_68224_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM65		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991042	ERS7669302	ERX6535430	ERR6913166	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	135172	17589455	UNIVERSITY OF CALGARY	2021-11-25	2021-11-25	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:201-66	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:201-66	4232748;4314071	671151bd5f1c5930cc7b7c96e60c2edb;6333bc14cc069fbe14072d1e07417d86	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/006/ERR6913166/ERR6913166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/006/ERR6913166/ERR6913166_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/006/ERR6913166/ERR6913166_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/006/ERR6913166/ERR6913166_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/006/ERR6913166/ERR6913166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/006/ERR6913166/ERR6913166_2.fastq.gz	4057390;4138817	88093ad6af362c0b4f6c42901720f29a;87e13211f681499de62b6e83a601852d	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913166/P420_DNA_S86_L001_68223_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913166/P420_DNA_S86_L001_68223_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913166/P420_DNA_S86_L001_68223_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913166/P420_DNA_S86_L001_68223_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913166/P420_DNA_S86_L001_68223_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913166/P420_DNA_S86_L001_68223_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM66		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991043	ERS7669303	ERX6535431	ERR6913167	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	370322	46919955	UNIVERSITY OF CALGARY	2021-11-26	2021-11-26	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:201-67	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:201-67	11332528;11487760	4a5165a9abf639819ca51e55d3c42f61;4d64155e33e66e9553d36f3b39e19b1a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/007/ERR6913167/ERR6913167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/007/ERR6913167/ERR6913167_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/007/ERR6913167/ERR6913167_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/007/ERR6913167/ERR6913167_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/007/ERR6913167/ERR6913167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/007/ERR6913167/ERR6913167_2.fastq.gz	10872579;11034216	872a62f016a5a5e83e6b92a263406bef;d95772449eb74eba53dc94a558c40e80	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913167/P421_DNA_S15_L001_68222_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913167/P421_DNA_S15_L001_68222_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913167/P421_DNA_S15_L001_68222_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913167/P421_DNA_S15_L001_68222_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913167/P421_DNA_S15_L001_68222_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913167/P421_DNA_S15_L001_68222_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM67		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991044	ERS7669304	ERX6535432	ERR6913168	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	142662	18562601	UNIVERSITY OF CALGARY	2021-11-25	2021-11-25	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:201-68	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:201-68	4513581;4557189	85ba775c10cc9639cc295065d1405c02;f4cddd85870e516bb1a0155965f5e8d4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/008/ERR6913168/ERR6913168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/008/ERR6913168/ERR6913168_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/008/ERR6913168/ERR6913168_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/008/ERR6913168/ERR6913168_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/008/ERR6913168/ERR6913168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/008/ERR6913168/ERR6913168_2.fastq.gz	4342786;4388697	4f6bfe49ab033448a550b38b0f91e578;22abf90ae8cacff58d89cba31acbf70a	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913168/P424_DNA_S16_L001_68221_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913168/P424_DNA_S16_L001_68221_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913168/P424_DNA_S16_L001_68221_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913168/P424_DNA_S16_L001_68221_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913168/P424_DNA_S16_L001_68221_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913168/P424_DNA_S16_L001_68221_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM68		Metagenomics COVID-19	0	2021-10-06
